date,open,high,low,close,volume
2025-07-16 13:46:02.247826,22590.837109683245,23033.915817722464,22761.022636087255,22771.865041493347,5169899
2025-07-17 13:46:02.247826,22305.54127430769,22638.004092033367,22199.512847165162,22487.968111300106,1495790
2025-07-18 13:46:02.247826,23087.84739900648,23337.614036622213,22891.384155330008,23120.0633156743,8884013
2025-07-19 13:46:02.247826,23476.85101324353,23784.284219913334,23321.862791438238,23597.612154434217,7717071
2025-07-20 13:46:02.247826,23133.46686586879,23300.050211750422,22989.51356299327,23221.40743302248,9264905
2025-07-21 13:46:02.247826,22372.085376028685,22626.778201222114,22185.532779435183,22414.342479572108,2700131
2025-07-22 13:46:02.247826,21391.493248508872,21730.461148493043,21315.600395405265,21445.132660020772,6637666
2025-07-23 13:46:02.247826,20261.109797140707,20585.5047479168,20247.699255511587,20415.032939762703,6585617
2025-07-24 13:46:02.247826,19540.25673897843,20003.024708980716,19516.49215133653,19730.917188021034,4262645
2025-07-25 13:46:02.247826,20271.039585097195,20548.787360607683,20187.616724861273,20440.1915625923,8684037
2025-07-26 13:46:02.247826,20443.929434385653,20761.340186028843,20500.73762794763,20560.44784884783,7241868
2025-07-27 13:46:02.247826,21251.409239760575,21418.763986778526,21133.278023166284,21368.918505899135,8293739
2025-07-28 13:46:02.247826,21838.059255132535,22035.643536829004,21662.080673124896,21924.721543303545,1268153
2025-07-29 13:46:02.247826,21128.890703580335,21160.375389264962,21089.680523953444,21150.815228950138,4790624
2025-07-30 13:46:02.247826,21054.78327740588,21264.72729023159,20966.652585930304,21158.930114866424,7575915
2025-07-31 13:46:02.247826,20874.316163685737,21058.38282849958,20879.54183481342,20961.809780319476,7950077
2025-08-01 13:46:02.247826,21695.331329499833,21826.436717179167,21594.18703722715,21715.43010546775,1309747
2025-08-02 13:46:02.247826,21629.24361012605,21996.832638762153,21432.126276834453,21713.54164846586,6257977
2025-08-03 13:46:02.247826,21839.824739075873,22048.596337239087,21753.685061391745,21923.521615798963,1542123
2025-08-04 13:46:02.247826,21255.02513021142,21295.51041150654,20971.38630508639,21263.856152243105,4633386
2025-08-05 13:46:02.247826,20633.227185248095,20825.995617735833,20666.96978982776,20772.060880295503,1453207
2025-08-06 13:46:02.247826,20868.37692682433,21051.66450619276,20858.59388261704,20995.752030215815,6051211
2025-08-07 13:46:02.247826,21307.791718298948,21596.195547203202,21382.045491314613,21399.964800695085,8792434
2025-08-08 13:46:02.247826,20610.882247937803,20957.778374267014,20618.214078464192,20781.671688978073,3813827
2025-08-09 13:46:02.247826,21061.29155035713,21335.818559325562,20960.94857309178,21138.647401782226,3185641
2025-08-10 13:46:02.247826,20627.596253233423,20948.641599174367,20465.619231662,20723.474524191857,4125433
2025-08-11 13:46:02.247826,21014.517323235843,21232.790116716642,21170.537026732334,21212.62103581879,5331947
2025-08-12 13:46:02.247826,20812.543538330683,21157.181912146843,20917.376109750672,20995.338065480784,3748615
2025-08-13 13:46:02.247826,21548.387929597106,21758.26093067564,21628.4652900829,21712.797792642858,5793201
2025-08-14 13:46:02.247826,21156.605410196196,21522.224343095277,21155.53602964195,21314.582165116102,2243823
2025-08-15 13:46:02.247826,21047.72153546881,21333.936516166188,21152.351763556973,21218.84789436913,9876265
2025-08-16 13:46:02.247826,21115.374653838182,21456.690885888787,21031.358837720767,21217.938285908378,2802882
2025-08-17 13:46:02.247826,21278.78379336455,21593.883701745497,21201.537361416948,21345.75048176473,3624299
2025-08-18 13:46:02.247826,20967.84322519144,21139.615882902555,20850.489929609397,21028.903411168132,3767039
2025-08-19 13:46:02.247826,20930.594056486385,21277.29882090603,20911.27648805939,21090.165205778972,3386252
2025-08-20 13:46:02.247826,21701.71308957814,21898.542670282783,21577.607562815694,21777.57323020135,4961470
2025-08-21 13:46:02.247826,21565.134275751367,22017.200089044094,21557.069618986767,21723.939816752227,3642709
2025-08-22 13:46:02.247826,21365.21706407663,21751.763260327734,21435.998114245143,21456.704658708535,4769833
2025-08-23 13:46:02.247826,21450.292235905355,21786.682837921016,21456.23178119437,21584.83221694444,1005806
2025-08-24 13:46:02.247826,20967.776430511807,21077.316871101495,20931.52475965,21023.620265838083,3137096
2025-08-25 13:46:02.247826,20928.205614691495,20983.14146441074,20664.010057042775,20958.85854485986,6204706
2025-08-26 13:46:02.247826,20887.42435955088,20924.50727017536,20681.763476995737,20923.13491919898,7089481
2025-08-27 13:46:02.247826,20834.10291387262,21065.47880089709,20852.669314877643,20973.02871712142,1095271
2025-08-28 13:46:02.247826,21649.98949733856,21818.6327817844,21614.50611471682,21744.633360349108,7357138
2025-08-29 13:46:02.247826,22285.95147588378,22626.121531554534,22243.777103883178,22444.85259239951,8019442
2025-08-30 13:46:02.247826,22494.963258019787,22899.323849638728,22590.84538976582,22619.256525896453,4358745
2025-08-31 13:46:02.247826,22588.665209600604,22842.200394547075,22395.64963997392,22637.410089643658,4341332
2025-09-01 13:46:02.247826,22477.234633811164,22587.219584349237,22344.41434833146,22574.981996204828,4064021
2025-09-02 13:46:02.247826,23364.389467106346,23425.36434994446,23368.36856026377,23424.42896513365,5227765
2025-09-03 13:46:02.247826,24049.489951729905,24252.10976939433,24064.458058164953,24107.97272719917,9853077
2025-09-04 13:46:02.247826,24764.55352615881,24867.433114808442,24763.439060551857,24778.25251186541,5717758
2025-09-05 13:46:02.247826,25260.322071991235,25636.183077629972,25195.451357973303,25426.7405718343,7647559
2025-09-06 13:46:02.247826,25223.61556299873,25392.417282137907,25153.722462137303,25270.460546390637,5895014
2025-09-07 13:46:02.247826,25478.500125036866,25591.70279349897,25313.713726318023,25547.520391059807,6242039
2025-09-08 13:46:02.247826,25790.348883932005,25996.337401927714,25772.61172162043,25973.1504760315,9797195
2025-09-09 13:46:02.247826,26372.719052577195,26639.929992498044,26115.069040327566,26395.706449729496,1810559
2025-09-10 13:46:02.247826,26526.17384727965,26759.951355757636,26440.87222182919,26679.513287141355,2556658
2025-09-11 13:46:02.247826,26831.5615716392,27209.551836086554,26861.18083102346,26916.046621117028,1176699
2025-09-12 13:46:02.247826,26409.561233647757,26589.227523189173,26388.21201190755,26440.82630849221,5555450
2025-09-13 13:46:02.247826,26991.726971442407,27180.183942719854,26744.538503234104,27020.037184895456,1193808
2025-09-14 13:46:02.247826,26788.352293009928,27088.99843732952,26696.78377561564,26975.20103436177,6840275
2025-09-15 13:46:02.247826,26966.31535310105,27232.38027985694,26779.067975842947,26966.569046267345,7695076
2025-09-16 13:46:02.247826,27712.52319891903,27788.38749169629,27660.176269105625,27786.454627901458,9805546
2025-09-17 13:46:02.247826,27208.346914760237,27295.600380062468,27216.709293495984,27260.105108555133,2989435
2025-09-18 13:46:02.247826,27547.319811547404,27730.766011707186,27341.731372003782,27605.242915500465,2786077
2025-09-19 13:46:02.247826,27018.376266250303,27403.483320346015,27056.212832889687,27142.3019929467,2939827
2025-09-20 13:46:02.247826,26585.716057382753,26913.58241465218,26510.047562804804,26782.58064595034,8490596
2025-09-21 13:46:02.247826,25700.502240014932,26005.433318401512,25718.333642638485,25891.7107766532,6045018
2025-09-22 13:46:02.247826,25812.435046704442,26070.525608720785,25849.217038432795,25939.572779623028,6415010
2025-09-23 13:46:02.247826,25814.820292407774,26252.192800842164,25904.49010240971,25994.351662412308,3064680
2025-09-24 13:46:02.247826,25623.98998931674,25893.739405870096,25674.17264774342,25786.418780791595,2559284
2025-09-25 13:46:02.247826,25485.206165453455,25791.074737854753,25482.785788335623,25618.288764402427,6409730
2025-09-26 13:46:02.247826,25999.465871251352,26340.36576240224,26004.43555284136,26051.987364648397,6833211
2025-09-27 13:46:02.247826,26334.28558254491,26617.50926813213,26312.8971484403,26448.77180848352,3313720
2025-09-28 13:46:02.247826,26739.347152736584,26850.105208570076,26830.93048556498,26849.437438764795,9144679
2025-09-29 13:46:02.247826,26896.25064482727,27253.89147175033,26922.8906373862,26996.471774399386,7623167
2025-09-30 13:46:02.247826,27204.015165473673,27520.949300112497,27079.107637641173,27236.272453639343,4925557
2025-10-01 13:46:02.247826,27979.926911354672,28003.48150623523,27729.500768110247,28001.70308920283,4652808
2025-10-02 13:46:02.247826,27451.41404222011,27759.425369502165,27206.53911668785,27500.686344010537,9632680
2025-10-03 13:46:02.247826,27797.183339766456,27993.214178231174,27609.196902174623,27802.32961078729,4402643
2025-10-04 13:46:02.247826,27932.922518561172,28240.908408023377,28023.37670615059,28123.227498573302,1212768
2025-10-05 13:46:02.247826,27386.986544124604,27730.833129969622,27494.795324154904,27557.04373029545,5869371
2025-10-06 13:46:02.247826,27651.02543118318,27946.63080965458,27589.952151423986,27678.68503511249,8507536
2025-10-07 13:46:02.247826,27470.22540954049,27770.464321865544,27386.06120665628,27601.312339165168,2090498
2025-10-08 13:46:02.247826,27264.093648153696,27532.422505917337,27287.433947343434,27401.01418073508,8392260
2025-10-09 13:46:02.247826,27644.608927211746,27947.15127431449,27660.74797699935,27776.58159417178,2843058
2025-10-10 13:46:02.247826,27599.768274813086,27865.5359309057,27668.080974480374,27798.628445092803,5623601
2025-10-11 13:46:02.247826,27757.163954006166,28071.576913918292,27601.823914705004,27780.94367013711,1198303
2025-10-12 13:46:02.247826,27844.31725897562,28052.557628440914,27636.232461057887,27866.25111178954,4949474
2025-10-13 13:46:02.247826,28453.064718126207,28750.494563937475,28347.763445407054,28529.128003489757,9578923
2025-10-14 13:46:02.247826,28565.476034273375,28762.645927217745,28425.64892574055,28608.23521321349,6292296
2025-10-15 13:46:02.247826,28979.74228901204,29270.75990945112,28818.444529340715,29024.343109009773,2638594
2025-10-16 13:46:02.247826,28537.721062725337,28812.726775978426,28491.224664330326,28695.083751730363,1124992
2025-10-17 13:46:02.247826,28863.967660233964,29117.485705246596,28716.588131963705,28902.646237846613,2800059
2025-10-18 13:46:02.247826,29246.87846438779,29625.063031586757,29279.063555540684,29344.954541532443,6405629
2025-10-19 13:46:02.247826,29565.435586843283,29733.771213492942,29469.74308764048,29568.03202549377,4403404
2025-10-20 13:46:02.247826,29357.97469015445,29767.24318125011,29256.1015032549,29529.310542044306,7619697
2025-10-21 13:46:02.247826,28966.616406633642,29299.772678487097,28918.949224378794,29118.240980522176,4122595
2025-10-22 13:46:02.247826,29044.108091946746,29450.75617133169,28945.90809109649,29194.287440784192,5360039
2025-10-23 13:46:02.247826,28798.21527128837,29215.901387274524,28765.938429730093,28979.843730129796,8760716
2025-10-24 13:46:02.247826,28727.544463409693,28993.92405850844,28669.72454281662,28907.685369809857,1741551
2025-10-25 13:46:02.247826,28871.37241971581,29160.462640654114,28804.361337898157,28960.525943288012,4633382
2025-10-26 13:46:02.247826,29492.528117049216,29599.473176658,29359.09413465089,29532.186872362945,1138641
2025-10-27 13:46:02.247826,29386.684038388594,29693.02536987299,29274.37842604378,29455.305245472235,9343605
2025-10-28 13:46:02.247826,29442.702167922875,29674.275293374827,29548.138511292294,29574.497087247433,1554360
2025-10-29 13:46:02.247826,29246.494726805326,29631.876704417475,29279.400896526142,29385.638125853686,7031649
2025-10-30 13:46:02.247826,30266.780910944224,30394.033466755853,30127.895033794568,30334.916880969824,9721819
2025-10-31 13:46:02.247826,31299.67726619886,31355.70207354579,31280.705354770973,31351.108328969764,2413434
2025-11-01 13:46:02.247826,31270.320900823328,31615.91095570407,31350.286331675456,31369.371409551106,2302989
2025-11-02 13:46:02.247826,31219.583227552997,31529.999615545083,31401.184916722028,31416.079306638083,2908442
2025-11-03 13:46:02.247826,31947.23071706559,32314.776645363418,32014.788958850808,32138.164899782478,4003719
2025-11-04 13:46:02.247826,32062.47584077168,32183.88279173967,31960.391553728434,32090.9080893136,5893560
2025-11-05 13:46:02.247826,31722.985614367604,31960.4580658003,31663.754010013745,31750.473628095126,6374227
2025-11-06 13:46:02.247826,31508.733499446986,31680.146959998412,31428.253146396564,31640.443894307216,8907412
2025-11-07 13:46:02.247826,31091.74281909871,31245.5379814031,31005.859682158,31227.18412256007,8039361
2025-11-08 13:46:02.247826,30634.388229982385,30851.182737914012,30643.485740486314,30801.347246939844,5925778
2025-11-09 13:46:02.247826,30574.30063869777,30810.134047044023,30344.89242612661,30594.89496045284,9964982
2025-11-10 13:46:02.247826,29836.458205680934,30107.42815927474,29811.90741020909,30006.821620045994,1104152
2025-11-11 13:46:02.247826,29902.684777123613,30181.14808487206,29947.493789288696,30070.799535717713,6929821
2025-11-12 13:46:02.247826,30387.670135950244,30719.75996064161,30323.5333480292,30582.175112281107,6642377
2025-11-13 13:46:02.247826,31247.569619573154,31395.6027242276,31251.941266195496,31275.365453788705,6123420
2025-11-14 13:46:02.247826,31132.719329707947,31330.16619244312,30928.802010514028,31154.535004329246,5792011
2025-11-15 13:46:02.247826,31620.327840850947,31852.380758985615,31505.967844407267,31770.797159991696,9240549
2025-11-16 13:46:02.247826,32103.776359521093,32452.367913571616,32280.923663833728,32292.145607460476,6287534
2025-11-17 13:46:02.247826,32157.753920986113,32563.350946784878,31998.982701151457,32268.598882616385,8132314
2025-11-18 13:46:02.247826,32316.622958102776,32523.359165092676,32458.470963812997,32490.617729693964,1588160
2025-11-19 13:46:02.247826,31953.66847069933,32308.486628651066,31859.34031824419,32124.55063256003,1249937
2025-11-20 13:46:02.247826,31555.199912277425,31687.495888363137,31601.245169643797,31658.345786184535,4982274
2025-11-21 13:46:02.247826,31394.955989057526,31704.074931073057,31268.024870257643,31470.74953198805,1841071
2025-11-22 13:46:02.247826,31459.123641543432,31717.901546158464,31427.989527456823,31517.724475273284,7723716
2025-11-23 13:46:02.247826,30902.475371141558,31279.706654538728,31069.7284437581,31081.624861726294,6913795
2025-11-24 13:46:02.247826,30418.84000712291,30864.8763998742,30378.10499369681,30609.479022323576,1830953
2025-11-25 13:46:02.247826,30666.98166927584,30878.002205956804,30692.65657210835,30717.100013813986,9298743
2025-11-26 13:46:02.247826,29998.708805937014,30171.97949131015,30030.96402873027,30057.9344899333,6566260
2025-11-27 13:46:02.247826,29932.81738420908,30118.200565727737,29848.41478138575,30076.43920647226,8397571
2025-11-28 13:46:02.247826,30938.28020081777,31109.066166059925,30947.643853673195,30962.74582253015,3654442
2025-11-29 13:46:02.247826,31418.49978662339,31521.287076223845,31170.196804364612,31424.886756626805,2827641
2025-11-30 13:46:02.247826,30242.043286836575,30443.04951893722,30123.428687266354,30282.27532963279,9632045
2025-12-01 13:46:02.247826,31288.819521605004,31569.806361419018,31266.700663660293,31349.390325184137,5250596
2025-12-02 13:46:02.247826,30131.404310434147,30433.675391410805,29969.953142347444,30208.48146546904,8039625
2025-12-03 13:46:02.247826,31267.073030371077,31314.236101458257,31126.563662866698,31301.184419736466,8819278
2025-12-04 13:46:02.247826,30822.355610144456,30966.18541325631,30656.269886701208,30943.656386950453,8980887
2025-12-05 13:46:02.247826,30182.55005105283,30300.618292760573,30237.415216128767,30251.07331051561,4216734
2025-12-06 13:46:02.247826,29739.695389310204,30156.34142653126,29745.11155613972,29920.67122028276,1739256
2025-12-07 13:46:02.247826,30076.153141722796,30266.430224566866,29838.519134343453,30128.79804594215,7329476
2025-12-08 13:46:02.247826,30414.637829202366,30617.441217094412,30346.069155472876,30486.131626533414,8595840
2025-12-09 13:46:02.247826,29864.561387643444,30183.10007168932,29874.425292706535,29967.8598894265,7033792
2025-12-10 13:46:02.247826,29482.002343924752,29889.10884165152,29499.495467331806,29591.764493082694,5918806
2025-12-11 13:46:02.247826,29505.05352955393,29564.58190229506,29387.071225019725,29521.216621522635,5853133
2025-12-12 13:46:02.247826,28994.55965977746,29334.070052769188,28939.59403968626,29135.167282159007,3485392
2025-12-13 13:46:02.247826,28582.970604128892,28830.78276851413,28602.31371198774,28760.254763855737,5168580
2025-12-14 13:46:02.247826,28586.391818374752,28933.41918759801,28720.7197131278,28735.213380709785,8206727
2025-12-15 13:46:02.247826,27427.671652576588,27781.771112684044,27379.556872412446,27541.79053394516,7251402
2025-12-16 13:46:02.247826,28099.036124651848,28219.749198500678,27929.27142016958,28213.581103361987,1297348
2025-12-17 13:46:02.247826,28361.17648082913,28819.259068535037,28275.845587895397,28536.808845884338,8970388
2025-12-18 13:46:02.247826,28819.079555813594,29092.796652680565,28718.43171827493,28843.025096573234,6122319
2025-12-19 13:46:02.247826,28384.972100611085,28667.070022669614,28289.156952538116,28418.65265153275,1493371
2025-12-20 13:46:02.247826,28640.54937985625,29008.49302263608,28802.872062160226,28830.320759219572,6080447
2025-12-21 13:46:02.247826,29202.38215385762,29438.305638916812,29212.768861143173,29357.75612211431,5777957
2025-12-22 13:46:02.247826,29866.858780339055,30101.301522624002,29777.263891036153,29868.27528772347,2067490
2025-12-23 13:46:02.247826,28919.633356384365,29149.228111257216,28903.35982439332,28999.495447624486,6981419
2025-12-24 13:46:02.247826,28915.419528596245,29106.528585801552,29024.552331100385,29091.02664111545,5750742
2025-12-25 13:46:02.247826,29790.81717030607,29840.063796206807,29528.30305236719,29818.921073017806,4691946
2025-12-26 13:46:02.247826,29102.17179827549,29433.42732392728,29209.929733395624,29251.10471133583,8671802
2025-12-27 13:46:02.247826,28713.88458514123,28999.45407287015,28772.85905700881,28795.546989212547,2524743
